job_skills,last_processed_time,got_summary,got_ner,is_being_worked,job_title,company,job_location,summary,first_seen,search_city,search_country,search_position,job_level,job_type
"Scrum, Telecommunications, Technology, Azure, Angular",2025-03-20,Technology is our how. And people are our why. ,False,False,"Senior/lead Fullstack Developer (.NET, Angular)",Endava Việt Nam,"Ho Chi Minh, Viet Nam.",,04/03/2025,,Việt Nam,,,
"Core Banking, Internet Banking, Mobile Banking, Thiết Kế Giải Pháp",2025-04-15,•	Chịu trách nhiệm thiết kế kiến trúc giải pháp và tham gia vào quá trình phát triển các hệ thống CNTT,False,False,Chuyên Gia Kiến Trúc Ứng Dụng - Solution Architect - Khối Công Nghệ Thông Tin (HO25.54),Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,"Hà Nội, Việt Nam",,17/03/2025,,Việt Nam,,,
"Analytical Skills, Cybersecurity, Incident Response, Risk Management, Security Infrastructure",2025-04-01," Design and implement comprehensive security architecture to protect computer systems, networks, and sensitive information. Deploy and manage security technologies such as SIEM, SOC, IDS/IPS, Firewalls, Web Gateway, Endpoint Protection, WAF, DLP and NAC. Ensure continuous monitoring and adjustment of these measures.",False,False,IT Security Officer/ Chuyên Viên Bảo Mật & An Toàn Thông Tin,Hanwha Life Vietnam,Ho Chi Minh - Head Office,,10/03/2025,,Việt Nam,,,
"Analysis Report, Excel Reporting, Excel Reporting, Financial Data Management, Power BI, SQL Skills",2025-04-01,"• Gather, validate, clean and organize to produce a standard operating data set for analysis.",False,False, Senior Data Analyst Executive (Finance),VUS - The English Center,"189 Nguyễn Thị Minh Khai, Phường Phạm Ngũ Lão, Quận 1, TP. HCM",,10/03/2025,,Việt Nam,,,
"ERP, Business analysis, Finance, Manufacturing Experience, ERP Implementation",2025-04-15,•	Collaborate with Sales in consulting and conducting demos to introduce ERP solutions to customers.,False,False,1C ERP Implementation Specialist - Salary Upto $1200,1C Vietnam LLC,"21 floor, Century Tower, Times City Mega Mall, 458 Minh Khai Street, Vinh Tuy Ward, Hai Ba Trung District, Hanoi",,17/03/2025,,Việt Nam,,,
"CCNA, Hardware, ITIL Security Management, MCSA, Network",2025-04-15,•	First level of IT support for any ISIT problems for Dong Nai factory and Long Binh DC,False,False,IT Helpdesk (6-Month),Nestlé Vietnam Limited,"Amata Industrial Zone Bien Hoa, Dong Nai",,17/03/2025,,Việt Nam,,,
"Information security, IT Compliance, ISO 27001, ISO Standards, IT",2025-04-15,"As an IT auditor, you will be responsible for running several audits of an organization’s technologies and processes, run an information security (IS) audit to evaluate the organization’s security processes and risk.",False,False,IT Auditor ISO 27001,SPS Vietnam S Ltd.,"Saigon ICT Tower, Quang Trung Software City, Tan Chanh Hiep Ward, District 12, Ho Chi Minh City",,17/03/2025,,Việt Nam,,,
IT Phần Mềm,2025-04-15,-	Lập trình các sản phẩm phần mềm theo yêu cầu.,False,False,Chuyên Viên Công Nghệ Thông Tin (Kỹ Sư Lập Trình),Công Ty TNHH Một Thành Viên Thương Mại Habeco,"183 Đường Hoàng Hoa Thám, phường Ngọc Hà, Ba Đình, Hà Nội, Việt Nam",,17/03/2025,,Việt Nam,,,
"Java, Spring Framework, Hibernate, Database Administration, HTML/CSS",2025-04-01,- Phát triển Workflow trên Intra - mart (Java)	,False,False,Nhân Viên IT,Công Ty TNHH Sumitomo Heavy Industries (Việt Nam),I-7 Khu Công Nghiệp Thăng Long- Đông Anh- Hà Nội,,10/03/2025,,Việt Nam,,,
"Công Nghệ Thông Tin, Khoa Học Máy Tính, Lập Trình, Web Development, Phát Triển Dữ Liệu",2025-03-24,- Tên doanh nghiệp: Công ty Cổ phần Sông Đà Cao Cường (SCL),False,False,Kỹ Sư Công Nghệ Thông Tin,Công Ty Cổ Phần Sông Đà Cao Cường,"Km 28+100m, Quốc lộ 18, phường Phả Lại, thị xã Chí Linh, tỉnh Hải Dương",,06/03/2025,,Việt Nam,,,
"Business Analysis, Data Science, Digital Marketing, English Communication, Software Development",2025-03-24,"• Tham gia quá trình phân tích, thiết kế, xây dựng, phát triển, triển khai, vận hành, hỗ trợ các hệ thống phần mềm ứng dụng của Tập đoàn.",False,False,"Tech & Digital Associate (DA/BA/Customer Journey/ Front-end/Back-end developer, Mobile developer, Devops, Tester/QC, SM/PMO,...) ",Tập Đoàn Sun Group,Toàn quốc,,06/03/2025,,Việt Nam,,,
"Presales Technical, IT Presale, Hỗ Trợ Kỹ Thuật",2025-03-24,- Tư vấn sản phẩm và xây dựng giải pháp,False,False,[HN] Nhân Viên Hỗ Trợ Kỹ Thuật (Presales),Công Ty Cổ Phần Synnex FPT,"Phố Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Việt Nam",,06/03/2025,,Việt Nam,,,
"IT Helpdesk, IT Hardware, IT Administration, Server Administration, SQL",2025-03-24,"This position is responsible for support Manager in managing, maintaining and monitoring the server systems of the company to make sure the servers are backed up, the server data is secure from the unauthorized access and the system are operated efficiently to support business growth. This position is also to support for managing Data Center to make sure it operates properly as well as supporting to fix error system. ",False,False,IT Server Administration (Window),Dai-Ichi Life Vietnam,"149-151 Nguyen Van Troi, Ward 11, Phu Nhuan District, HCM City",,06/03/2025,,Việt Nam,,,
"Quản Trị Hệ Thống CNTT, Vận Hành Core Banking, Ngôn Ngữ Lập Trình C, Cơ Sở Dữ Liệu SQL Server, Xây Dựng Quy Trình",2025-03-24,MÔ TẢ CÔNG VIỆC,False,False,HO - Chuyên Viên Vận Hành Ứng Dụng CNTT,Ngân Hàng TMCP Xuất Nhập Khẩu Việt Nam (Eximbank),"Lầu 8 - Vincom Center, 72 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TP.Hồ Chí Minh",,06/03/2025,,Việt Nam,,,
"Docker, Red Hat/Oracle Linux, Cloud Infrastructure, Azure, Aws",2025-03-24,"•	Quản lý, vận hành và tối ưu Server, Storage, ảo hóa (VMware, KVM, OpenStack...).",False,False,"Chuyên Viên Cao Cấp Hạ Tầng (Cloud, Azure, AWS)",Ngân Hàng Thương Mại Cổ Phần Thịnh Vượng Và Phát Triển (PGBANK),"Tầng 4,5,6 tòa nhà Thành Công, Ô đất P - D17 Khu đô thị Cầu Giấy; phường Dịch Vọng Hậu; quận Cầu Giấy; thành phố Hà Nội,",,06/03/2025,,Việt Nam,,,
"Mechanical Engineering, Automotive Engineering, Material Quality, Quality Control, Technology",2025-03-24,1. Make pre-product/ production/ Final inspection in supplier around Hanoi.,False,False,Quality Control,Olympia Tools International INC,"Thành phố Hà Nội, Việt Nam",,06/03/2025,,Việt Nam,,,
"Java, Microservices Architecture, Spring Boot, Hibernate, Problem-solving",2025-03-24,"·	Designing scalable and resilient microservices, implementing RESTful APIs, optimizing performance, ensuring security, and collaborating with cross-functional teams.",False,False,Senior Backend Developer (Java/microservice),Công Ty TNHH Chứng Khoán Jb Việt Nam,"23rd Floor, East Tower | 54 Lieu Giai Street | Cong Vi Ward | Ba Dinh District| Hanoi| Vietnam",,06/03/2025,,Việt Nam,,,
"Điện Tử, Điện Tử Viễn Thông, Radio Frequency, Viễn Thông, Tiếng Anh",2025-03-24,"Hiện nay do mở rộng quy mô sản xuất, chúng tôi cần tuyển gấp 5 kỹ sư RF làm việc tại một trong các chi nhánh:",False,False,Foxconn Tuyển Gấp Kỹ Sư RF Radio Frequency,Tập Đoàn Khoa Học Kỹ Thuật Hồng Hải - Foxconn,"Khu Công Nghiệp Quế Võ, Nam Sơn, Quế Võ, Bắc Ninh, Việt Nam",,06/03/2025,,Việt Nam,,,
"Data Science, Python, SQL, Agile, Data Engineering, Data Engineering",2025-03-24,"Crossian is a high-growth technology-driven e-commerce business. Behind our success is our people. As a start-up formed in 2020, we have created a fast-paced and dynamic environment, enabling our people to ",False,False,"Data Product Manager, Global eCommerce Supply Chain System (Total Annual Income Over $100,000)",Crossian Việt Nam,"Hà Nội, Vietnam",,06/03/2025,,Việt Nam,,,
"Technical Lead, Golang, Aws, GCP, Frontend Development",2025-03-24,As the ,False,False,Technical Manager (Golang),VUS - The English Center,"189 Nguyễn Thị Minh Khai, Phường Phạm Ngũ Lão, Quận 1, TP. HCM",,06/03/2025,,Việt Nam,,,
"Swift iOS, Objective-C, Lập Trình iOS, iOS Development, iOS",2025-03-04,"FPT Telecom đang tìm kiếm một Lập trình viên iOS tài năng và đam mê để gia nhập đội ngũ sáng tạo của chúng tôi và đóng góp vào các dự án streaming đa nền tảng thú vị. Nếu bạn là một người yêu thích công nghệ, có kinh nghiệm đã được chứng minh trong việc xây dựng các ứng dụng iOS chất lượng cao và mong muốn tạo ra những tác động lớn, chúng tôi khuyến khích bạn ứng tuyển!",False,False,iOS Developer (Objective-C/ Swift),FPT Telecom,"FPT Tân Thuận 2, Tân Thuận, Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,24/02/2025,,Việt Nam,,,
"MYSQL, Python, Data analysis, Business Information Systems, Azure",2025-04-09,Join our ,False,False,"Junior Data Engineer, Global E-Commerce Data Platform (Total Annual Income $30,000)",Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,"Tầng 1, Toà nhà Pax Sky, 63 - 65 phố Ngô Thì Nhậm, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",,14/03/2025,,Việt Nam,,,
"Agile Methodologies, Business Analysis, Data Visualization, Leadership, MS SQL",2025-04-03,About the Role:,False,False,Senior IT Business Analyst / Consultant English + German Speaking,Bosch Global Software Technologies Company Limited,"Etown 2, HCMC",,11/03/2025,,Việt Nam,,,
"COBOL, RPG Programming, SQL, XML, SMART/400",2025-04-01,JOB SCOPE,False,False,IT Cobol Developer (Core Insurance),Tokio Marine Insurance Viet Nam Company Limited,"Lim Tower 3, 29A Nguyen Dinh Chieu, Da Kao Ward, Dist. 1, HCMC",,10/03/2025,,Việt Nam,,,
"Requirement Analysis, Resource Modelling, Stakeholder Management, Gap Analysis, Critical Thinking",2025-04-03,Main Duties/ Tasks,False,False,IT Business Analyst,Nghi Son Refinery And Petrochemical LLC – Vietnam,"Nghi Sơn District, Thanh Hoa, Vietnam",,11/03/2025,,Việt Nam,,,
"VMware, OpenStack, System Administration, Cloud, IT System Administration",2025-02-26,"-	Quản lý, quản trị, vận hành hạ tầng Onpremise, bao gồm: Máy chủ, SAN Director, Tủ đĩa lưu trữ.",False,False,VietinBank Tuyển Dụng - CVC Quản Trị Hệ Thống On-Premise,Ngân Hàng TMCP Công Thương Việt Nam (VietinBank),"Hà Nội, Việt Nam",,21/02/2025,,Việt Nam,,,
"Công Nghệ Thông Tin, IT, IT, Kỹ Sư, Kỹ thuật, Tiếng Nhật",2025-03-10,Nội dung công việc :,False,False,Nhân Viên Kỹ Thuật IT (Được Đào Tạo Nghiệp Vụ IT - Hỗ Trợ Làm Việc Tại Nhật Bản),CÔNG TY TNHH QUỐC TẾ VINA MASK,"Lô E, đường số 7, Khu công nghiệp Hòa Khánh, Phường Hoà Khánh Bắc, Quận Liên Chiểu, TP Đà Nẵng",,27/02/2025,,Việt Nam,,,
"C++, Dart, Flutter, JavaScript, SDK Integration",2025-03-04,We are seeking talented SDK Engineers to join our ,False,False,Sdk Software Engineer (C/c++/dart/javascript) (Up to $2000),LG Electronics Development Viet Nam Company Limited,"21F Office Building, Lotte Mall Hanoi, No. 272 Vo Chi Cong, Phu Thuong Ward, Tay Ho District, Hanoi",,24/02/2025,,Việt Nam,,,
"DevOps, System Administration, Git, Linux, My SQL",2025-03-04,•	Có kiến thức cơ bản về OS Unix/Linux.,False,False,DevOps,Công Ty Cổ Phần Phần Mềm Viễn Thông Miền Nam (South Telecom),"số 58 Trần Quang Diệu, P. Ô Chợ Dừa, Q. Đống Đa, Hà Nội",,24/02/2025,,Việt Nam,,,
"Network, Cisco IOS, CCNA, Cisco",2025-04-09,"•   Triển khai – chăm sóc khách hàng về dịch vụ đường truyền (internet, Metronet, WAN,...), internet event, dịch vụ Managed service…  ",False,False,Kỹ Sư Network/ Network Engineer,Công Ty Cổ Phần Netnam,"Tầng 2 – Tòa nhà HITC, 239 Xuân Thủy, Cầu Giấy, Hà Nội",,14/03/2025,,Việt Nam,,,
,,False,False,False,,Công Ty Cổ Phần Phần Mềm Viễn Thông Miền Nam (South Telecom),,,,,Việt Nam,,,
"System Administration, LINUX, AWS, Quản Trị Hệ Thống, Unix",2025-02-26,•	Tạo môi trường (máy chủ dịch vụ) cho các dự án ứng dụng trên môi trường Onpremise hoặc Cloud Hỗ trợ dự án trong việc cài đặt tích hợp duy trì ứng dụng.,False,False,VietinBank Tuyển Dụng - CVC Quản Trị Hệ Thống Unix/linux,Ngân Hàng TMCP Công Thương Việt Nam (VietinBank),"Hà Nội, Việt Nam",,21/02/2025,,Việt Nam,,,
"Data Architecture, System Analysis, SQL, Data Engineer, Data Mining",2025-03-04,"A subsidiary of the FPT Group, FPT Software is known as a leading global information technology service provider headquartered in Vietnam. With over 30,000 employees working in 83 offices across 30 countries on five continents, FPT Software consistently delivers the best solutions to more than 1000 clients, including 100 Fortune 500 companies. Placing human resources as the cornerstone of its achievements, employee experience is our top priority in continually creating an innovative, open, and enjoyable work environment for every member.",False,False,Data Architect – Up to $4000,FPT Software,"FPT Building, 17 Duy Tân Str., Cầu Giấy District, Hanoi",,24/02/2025,,Việt Nam,,,
"Node.js, Algorithm, Data Structure, Relational Database Design, Problem Solving",2025-03-22,• Job Description:,False,False,Backend (Node Js),LF Global Tech,"PVCombank, Hoa Cuong Bac, Hai Chau, Da Nang",,05/03/2025,,Việt Nam,,,
"Quản Trị Kinh Doanh, Công Nghệ Thông Tin, Kinh Tế, Quản Lý Dự Án, Giao Tiếp Tiếng Anh",2025-04-01,   •   Hỗ trợ triển khai các sáng kiến toàn công ty cho cả các dự án theo mô hình Waterfall hoặc Agile .,False,False,Trợ Lý Dự Án/ Project Assistant,Công Ty Cổ Phần Netnam,"Tầng 2, Tòa nhà HITC, 239 Xuân Thủy, Cầu Giấy, Hà Nội.",,10/03/2025,,Việt Nam,,,
"Golang, Kubernetes, RESTful API, Lập Trình Backend, Backend Application",2025-03-18,"We're looking for a Backend Developer (Ruby on Rails). Your responsibilities will include developing a marketplace for edge computing, multi-cloud IaaS/PaaS, IoT data communication in a distributed infrastructure, as well as building the software platform for aggerating and performing data transformation and visualizing on Customer's Business Analytics Portal. Your primary focus will be development and ensuring high performance and responsiveness to requests.",False,False,Backend Developer (Ruby on Rails),Skylab Innogram Vietnam LLC,"District 3, Hồ Chí Minh, Vietnam",,03/03/2025,,Việt Nam,,,
"Quản Lý Dự Án, Project Management, Software Project Management, Embedded, Embedded System",2025-03-20,- Supervise the development & maintenance of the heritage of the defect to reinforce the platform approach,False,False,Software Project Manager,LG Electronics Development Vietnam Company Limited,"17F - 21F Office Lobby, Lotte Mall, Phu Thuong Ward, Tay Ho District, Hanoi",,04/03/2025,,Việt Nam,,,
"Agile Project Management, Scrum Master, Stakeholder Management, Project Management, Lifecycle Management",2025-03-22,"A Release Train Engineer (RTE) is responsible for coordinating and managing the release trains in an agile environment. They will act as a Project Manager, coaching and supporting the implementation of more effective ways of working and using Agile methodology. Overall, the Release Train Engineer plays a crucial role in ensuring the successful delivery of software releases and driving business outcomes in an Agile environment.",False,False,Release Train Engineer,Capgemini Vietnam,"Centre Point, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh",,05/03/2025,,Việt Nam,,,
"ReactJS, Frameworks Frontend, JavaScript, HTML5, CSS",2025-03-18,"We're looking for a Front-End Developer responsible to Design & Develop Front-End for company's key product, including highly interactive UI for configuration, monitoring and reporting in IoT industry. You will work directly with Product Manager and CTO, for gathering requirements, and delivering the ideas to real world, using your skills and imagination.",False,False,Frond-End Developer,Skylab Innogram Vietnam LLC,"District 3, Hồ Chí Minh, Vietnam",,03/03/2025,,Việt Nam,,,
